2

24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,44
24,44
24,44
24,44
24,45
24,45
24,45
24,45
24,44
24,44
24,44
24,44
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,45
