24,
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,56
24,56
24,56
24,56
24,55
24,55
24,56
24,56
24,55
24,55
24,55
24,55
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,56
24,55
24,55
24,56
24,56
24,56
24,56
24,56
24,56
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,55
24,55
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,56
24,55
24,55
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,56
24,56
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
24,55
